"","Block","total_land_value_2017","total_improvement_value_2017","year","parklet"
"739","0754",9964889,11224331,2017,0
"740","0755",3710013,4158194,2017,0
"741","0756",8102946,8331774,2017,0
"742","0757",5502418,25092000,2017,0
"743","0758",4544246,4556717,2017,0
"744","0759",0,0,2017,0
"745","0761",13178509,52413534,2017,0
"746","0762",99665275,112556879,2017,0
"747","0763",26096345,7930748,2017,0
"748","0764",0,0,2017,0
"749","0765",0,0,2017,0
"750","0766",20077348,11900600,2017,0
"751","0767",1415634,4201936,2017,0
"752","0768",16499827,51713954,2017,0
"753","0770",1349632,3772451,2017,0
"754","0771",1143603,2464405,2017,0
"755","0772",0,0,2017,0
"756","0773",5843359,10148775,2017,0
"757","0774",5517693,19182115,2017,0
"758","0775",27844831,21288112,2017,0
"759","0776",30983727,20026092,2017,0
"760","0777",37715952,26631539,2017,0
"761","0778",15233016,15482735,2017,0
"762","0779",42299103,35352191,2017,0
"763","0780",1336077,6347923,2017,0
"764","0781",407681,925686,2017,0
"765","0782",751291,1643366,2017,0
"766","0783",1380134,4104322,2017,0
"767","0785",16675975,51811594,2017,0
"768","0786A",0,0,2017,0
"769","0787",0,0,2017,0
"770","0788",0,0,2017,0
"771","0792",13135382,31251623,2017,1
"772","0792T",6686923,4916221,2017,0
"773","0793",47821157,50859344,2017,1
"774","0794",30867605,38223373,2017,1
"775","0794",30867605,38223373,2017,1
"776","0795",1058086,2300560,2017,0
"777","0796",5762554,3841703,2017,0
"778","0797",16830604,12651824,2017,0
"779","0798",28417420,21897230,2017,0
"780","0799",0,0,2017,0
"781","0803",28141972,20987105,2017,0
"782","0804",27050988,18073097,2017,0
"783","0805",18162782,12537433,2017,0
"784","0806",22576822,14270003,2017,1
"785","0806",22576822,14270003,2017,1
"786","0807",28685162,39499256,2017,1
"787","0807",28685162,39499256,2017,1
"788","0808",50821574,60441794,2017,1
"789","0808",50821574,60441794,2017,1
"790","0809",25053429,26411782,2017,1
"791","0809",25053429,26411782,2017,1
"792","0810",0,0,2017,1
"793","0811",57218172,53381951,2017,0
"794","0812",0,0,2017,0
"795","0813",114273564,78271499,2017,0
"796","0814",119377827,233987653,2017,0
"797","0815",0,0,2017,1
"798","0816",37031939,91167515,2017,1
"799","0816",37031939,91167515,2017,1
"800","0817",15436496,19423685,2017,1
"801","0817",15436496,19423685,2017,1
"802","0818",23578607,24306682,2017,1
"803","0818",23578607,24306682,2017,1
"804","0819",23363472,19352251,2017,1
"805","0819",23363472,19352251,2017,1
"806","0820",3016356,5009398,2017,0
"807","0821",36560515,27640691,2017,0
"808","0822",29461773,23924566,2017,0
"809","0823",7834785,7370791,2017,0
"810","0824",28485769,25954203,2017,0
"811","0825",17963735,14284869,2017,0
"812","0826",11508335,9450095,2017,0
"813","0827",21496965,16509965,2017,0
"814","0828",23707058,19854252,2017,0
"815","0829",28301456,18497820,2017,0
"816","0830",22216614,16037569,2017,1
"817","0830",22216614,16037569,2017,1
"818","0831",11986397,10809753,2017,1
"819","0831",11986397,10809753,2017,1
"820","0832",19800771,15389988,2017,1
"821","0832",19800771,15389988,2017,1
"822","0833",8275746,7026634,2017,1
"823","0833",8275746,7026634,2017,1
"824","0834",39614456,82076018,2017,0
"825","0835",5407014,6548545,2017,0
"826","0836",61311733,9760416,2017,0
"827","0837",33428109,22977743,2017,0
"828","0838",19519857,20301621,2017,1
"829","0838",19519857,20301621,2017,1
"830","0839",25526741,31924025,2017,1
"831","0839",25526741,31924025,2017,1
"832","0840",17093839,16151587,2017,1
"833","0840",17093839,16151587,2017,1
"834","0841",18186369,14473315,2017,0
"835","0842",25091154,22740952,2017,0
"836","0843",21603021,22462620,2017,0
"837","0844",21166997,19386350,2017,0
"838","0845",25535465,19781471,2017,0
"839","0846",23776322,20911060,2017,0
"840","0847",30209189,22064532,2017,0
"841","0848",25503029,22759426,2017,0
"842","0849",19988752,16358518,2017,0
"843","0850",6361531,604700,2017,0
"844","0851",29203549,19581284,2017,1
"845","0852",25796667,21340414,2017,1
"846","0852",25796667,21340414,2017,1
"847","0853",11978221,9903309,2017,1
"848","0853",11978221,9903309,2017,1
"849","0854",73746243,67080339,2017,0
"850","0855",34025936,35197630,2017,1
"851","0856",21370137,20547249,2017,1
"852","0857",19223661,138434831,2017,0
"853","0858",23500616,19181601,2017,0
"854","0859",11855371,9251209,2017,0
"855","0860",31396874,25248332,2017,0
"856","0861",40202751,30593605,2017,0
"857","0862",25313520,22178379,2017,0
"858","0863",7860481,7692168,2017,0
"859","0864",15039659,11267434,2017,0
"860","0865",23916580,16262734,2017,0
"861","0866",19074190,15213817,2017,0
"862","0867",29072018,23865794,2017,0
"863","0868",31324248,28588208,2017,0
"864","0869",34120811,25501966,2017,0
"865","0871",38969740,46826231,2017,0
"866","0872",70698171,72994167,2017,0
"867","0873",0,0,2017,0
"868","0874",25134553,31847573,2017,0
"869","0875",15454400,11852224,2017,0
"870","0876",0,0,2017,0
"871","0900",0,0,2017,0
"872","0909",34731809,19350348,2017,0
"873","0910",54377409,31870984,2017,0
"874","0911",46394736,32895778,2017,0
"875","0912",43082505,34568556,2017,0
"876","0913",35379472,24882410,2017,0
"877","0914",39673650,37056895,2017,0
"878","0915",41196417,27542277,2017,0
"879","0916",0,0,2017,0
"880","0918",44249923,31691717,2017,0
"881","0919",34399782,31089024,2017,0
"882","0920",6935671,5378278,2017,0
"883","0921",30336262,22947476,2017,0
"884","0922",35597349,27629437,2017,0
"885","0923",22596220,18059680,2017,0
"886","0925",36999106,23028777,2017,0
"887","0926",35677535,28034035,2017,0
"888","0927",28411052,26645697,2017,0
"889","0928",34663313,28897828,2017,0
"890","0929",30225363,25190475,2017,0
"891","0930",22910167,21171826,2017,0
"892","0931",28129079,20593113,2017,0
"893","0932",20907092,13356754,2017,0
"894","0933",20952472,17491330,2017,0
"895","0934",21074517,14021999,2017,0
"896","0935",20235532,13029025,2017,0
"897","0936",23751338,17573284,2017,0
"898","0937",29937532,22374915,2017,0
"899","0938",25080531,20786108,2017,0
"900","0939",33557194,27151254,2017,0
"901","0940",16998760,14806388,2017,0
"902","0941",34570687,24408812,2017,0
"903","0942",48429737,35440312,2017,0
"904","0943",41118563,31133436,2017,0
"905","0944",46110132,24602109,2017,0
"906","0945",40771091,31160216,2017,0
"907","0946",50523805,39213585,2017,0
"908","0947",51447474,35633922,2017,0
"909","0948",53279071,30786775,2017,0
"910","0949",56862633,40594574,2017,0
"911","0950",68072432,46509519,2017,0
"912","0951",62214904,39991038,2017,0
"913","0951A",6364912,7237928,2017,0
"914","0952",67637635,43497985,2017,0
"915","0953",65901084,43424355,2017,0
"916","0954",78531344,46909512,2017,0
"917","0955",62895412,40897108,2017,0
"918","0956",63266554,39514049,2017,0
"919","0956A",14203958,9114311,2017,0
"920","0957",81281060,49806820,2017,0
"921","0958",99110336,65633839,2017,0
"922","0959",78284955,59796573,2017,0
"923","0960",76488813,54210820,2017,0
"924","0961",86231015,45540800,2017,0
"925","0962",88188360,43114046,2017,0
"926","0963",71819251,72671477,2017,0
"927","0964",80718848,49982336,2017,0
"928","0965",29557846,16227826,2017,0
"929","0966",7156335,5573221,2017,0
"930","0967",28649836,19005713,2017,0
"931","0968",37217066,20527807,2017,0
"932","0969",46844529,26495885,2017,0
"933","0970",55106385,31828620,2017,0
"934","0971",52108976,34033280,2017,0
"935","0972",71730151,40993404,2017,0
"936","0973",77886121,47922222,2017,0
"937","0974",57144289,34579521,2017,0
"938","0975",53836128,33226795,2017,0
"939","0976",57922747,47635812,2017,0
"940","0977",57478575,35127324,2017,0
"941","0977C",3751268,3889938,2017,0
"942","0978",47596504,32801504,2017,0
"943","0979",56585857,39791349,2017,0
"944","0980",53445379,42308017,2017,0
"945","0981",61617998,44391308,2017,0
"946","0982",45401440,38939797,2017,0
"947","0983",37585625,25245793,2017,0
"948","0984",71114326,47953591,2017,0
"949","0985",62087032,39252498,2017,0
"950","0986",46769740,34136445,2017,0
"951","0987",51313145,37106977,2017,0
"952","0988",42306351,27569575,2017,0
"953","0989",50057043,31888167,2017,0
"954","0990",56103193,39693096,2017,0
"955","0991",73521915,53886515,2017,0
"956","0992",50764474,36016190,2017,0
"957","0993",59103960,37366013,2017,0
"958","0994",59548347,37714238,2017,0
"959","0995",42685252,30191591,2017,0
"960","0996",87262922,55500956,2017,0
"961","0997",62441773,37274707,2017,0
"962","0998",39227844,30359042,2017,0
"963","0999",51934973,38651500,2017,0
"964","1000",45398232,36284357,2017,0
"965","1001",29085977,28990883,2017,0
"966","1002",43400449,31687632,2017,0
"967","1003",52446583,34991108,2017,1
"968","1004",37514746,26180585,2017,1
"969","1005",34571494,28989287,2017,0
"970","1006",24890384,20590251,2017,0
"971","1007",32983528,24309062,2017,0
"972","1008",47543293,32981176,2017,0
"973","1009",22946017,18242844,2017,0
"974","1010",42044494,29141355,2017,0
"975","1011",43171929,27200699,2017,0
"976","1012",38723198,27012448,2017,0
"977","1013",46234785,29810133,2017,0
"978","1014",40165173,32129312,2017,0
"979","1015",55518861,32857643,2017,0
"980","1016",1996263,19780776,2017,0
"981","1017",10438459,17007899,2017,0
"982","1018",23852073,13171364,2017,0
"983","1019",34790882,39659254,2017,0
"984","1020",55940261,45542180,2017,0
"985","1021",6203672,50208408,2017,0
"986","1022",32580468,17909027,2017,0
"987","1023",33908450,25059025,2017,0
"988","1024",22117867,18333477,2017,1
"989","1025",32024394,25912673,2017,1
"990","1026",29213480,24660375,2017,1
"991","1027",14850392,11736419,2017,1
"992","1028",28699950,29933339,2017,1
"993","1029",29159301,36391832,2017,1
"994","1030",33279692,29749109,2017,0
"995","1031",24422244,19444540,2017,0
"996","1032",3156087,11756849,2017,0
"997","1034",3931969,3208321,2017,0
"998","1035",9621007,3348170,2017,0
"999","1036",40248893,36144502,2017,0
"1000","1037",41592965,31009957,2017,0
"1001","1038",40089229,28812234,2017,0
"1002","1039",36344121,27533657,2017,0
"1003","1040",26201250,22766173,2017,0
"1004","1041",15438812,11769858,2017,0
"1005","1042",23454510,20583466,2017,0
"1006","1043",19788695,14944245,2017,0
"1007","1044",15837718,13201042,2017,0
"1008","1045",24562764,17991362,2017,0
"1009","1046",22500443,17756656,2017,0
"1010","1047",26367848,18631145,2017,0
"1011","1048",32229454,21613587,2017,1
"1012","1049",30556475,25674492,2017,1
"1013","1050",20240414,17322683,2017,0
"1014","1051",10475196,12258430,2017,0
"1015","1052",50363288,29248204,2017,0
"1016","1053",19877753,15761281,2017,0
"1017","1054",26577889,17762218,2017,0
"1018","1055",14699864,13193088,2017,0
"1019","1057",12492587,13143977,2017,0
"1020","1058",7083635,7032194,2017,0
"1021","1061",17851072,14454229,2017,0
"1022","1062",40289903,33419421,2017,0
"1023","1063",44683282,32197470,2017,0
"1024","1064",48057003,33058820,2017,0
"1025","1065",35548548,29005222,2017,0
"1026","1066",25140574,23384769,2017,0
"1027","1067",17047162,14989869,2017,0
"1028","1068",15925493,10797601,2017,0
"1029","1069",33144335,21321810,2017,0
"1030","1070",18050733,14572567,2017,0
"1031","1071",3349830,5683770,2017,0
"1032","1072",0,0,2017,0
"1033","1073",21110305,24483918,2017,0
"1034","1074",19512050,12971152,2017,0
"1035","1075",0,0,2017,0
"1036","1076",30901654,16419201,2017,0
"1037","1077",0,0,2017,0
"1038","1078",23468304,17379016,2017,0
"1039","1079",34914680,86266773,2017,0
"1040","1080",19023070,13494672,2017,0
"1041","1081",27738215,23907785,2017,0
"1042","1082",11472526,14643232,2017,0
"1043","1083",750095,1548636,2017,0
"1044","1084",20307023,86733564,2017,0
"1045","1085",19653488,23324352,2017,0
"1046","1086",15938012,12116024,2017,0
"1047","1087",16188507,12236484,2017,0
"1048","1088",21535182,18247483,2017,0
"1049","1089",10874894,11145468,2017,0
"1050","1090",19656422,16397599,2017,0
"1051","1091",14738093,11124328,2017,0
"1052","1092",13037962,13602006,2017,0
"1053","1094",45539328,39601561,2017,0
"1054","1095",1305534,86825195,2017,0
"1055","1098",7930756,38057483,2017,0
"1056","1099",0,0,2017,0
"1057","1100",25860246,23637061,2017,0
"1058","1101",28901553,25527433,2017,0
"1059","1102",3828658,3472236,2017,0
"1060","1103",9346908,10961449,2017,0
"1061","1104",6589915,5394580,2017,0
"1062","1105",1035583,4396608,2017,0
"1063","1107",16374436,82226802,2017,0
"1064","1108",13025791,10275157,2017,0
"1065","1109",18390475,12940231,2017,0
"1066","1110",8854697,6140643,2017,0
"1067","1111",1135533,8944123,2017,0
"1068","1112",15267960,12573381,2017,0
"1069","1113",11989210,8049423,2017,0
"1070","1114",14107037,11337271,2017,0
"1071","1115",11499793,10881089,2017,0
"1072","1116",12495335,9235454,2017,0
"1073","1117",7177177,5971451,2017,0
"1074","1118",3280526,2868229,2017,0
"1075","1119",5886243,3745976,2017,0
"1076","1125",10268829,7413934,2017,0
"1077","1126",17230701,15162241,2017,0
"1078","1127",25340823,25741785,2017,0
"1079","1128",648925,964510,2017,0
"1080","1129",34848046,31780717,2017,0
"1081","1130",6921361,4390337,2017,0
"1082","1131",13690544,9901159,2017,0
"1083","1132",9960674,7445576,2017,0
"1084","1133",9185225,5902551,2017,0
"1085","1134",9454182,6754080,2017,0
"1086","1135",16599291,13448255,2017,0
"1087","1136",12293483,11462768,2017,0
"1088","1137",15865951,12195010,2017,0
"1089","1138",11165466,9645917,2017,0
"1090","1139",15818387,12232534,2017,0
"1091","1140",4252317,4455359,2017,0
"1092","1140A",0,0,2017,0
"1093","1141",13481698,13340446,2017,0
"1094","1142",22225118,22394002,2017,0
"1095","1143",10087918,7689880,2017,0
"1096","1144",13708586,10334794,2017,0
"1097","1145",11113269,98974936,2017,0
"1098","1145A",11111920,9268048,2017,0
"1099","1146",7211943,6478961,2017,0
"1100","1147",8511844,7078603,2017,0
"1101","1148",15116869,10034864,2017,0
"1102","1149",16385882,19819551,2017,0
"1103","1150",20967893,15561700,2017,0
"1104","1151",20030748,14941432,2017,0
"1105","1152",23919093,21471771,2017,0
"1106","1153",33085601,24904619,2017,0
"1107","1154",25167203,19426968,2017,0
"1108","1155",31378364,21598053,2017,1
"1109","1156",31195731,28873115,2017,1
"1110","1157",18740959,14729929,2017,0
"1111","1158",28066257,21039566,2017,0
"1112","1159",21400130,17445683,2017,0
"1113","1160",21223001,16385123,2017,0
"1114","1161",12007309,7359735,2017,0
"1115","1162",11788718,8503466,2017,0
"1116","1163",12056376,11481695,2017,0
"1117","1166",30111723,21928556,2017,0
"1118","1167",15849549,12454753,2017,0
"1119","1168",21782975,19284552,2017,0
"1120","1169",16050495,12440948,2017,0
"1121","1170",10986698,16027405,2017,0
"1122","1173",17159178,14328830,2017,0
"1123","1174",13436040,11939862,2017,0
"1124","1175",70048599,66309135,2017,0
"1125","1176",24216066,21827594,2017,0
"1126","1177",24270213,16086145,2017,0
"1127","1178",21819839,16707141,2017,1
"1128","1179",26659930,22846389,2017,1
"1129","1180",16037667,15788993,2017,1
"1130","1181",24125184,19466462,2017,1
"1131","1182",23132575,21339097,2017,1
"1132","1183",32916664,23944002,2017,1
"1133","1184",20964213,15084537,2017,0
"1134","1185",27605169,21387664,2017,0
"1135","1186",26935685,19218288,2017,0
"1136","1187",17323513,12597196,2017,0
"1137","1188",21083669,17299003,2017,0
"1138","1189",20810352,14472356,2017,0
"1139","1190",12041479,33822504,2017,0
"1140","1191",21826120,125946223,2017,0
"1141","1193",20942986,17965663,2017,0
"1142","1194",8351727,6697413,2017,0
"1143","1195",25815806,24098799,2017,0
"1144","1196",0,0,2017,0
"1145","1197",29656577,25574802,2017,0
"1146","1198",29441090,22304701,2017,0
"1147","1199",20829410,16382569,2017,0
"1148","1200",17193066,18956766,2017,1
"1149","1201",25941313,21756584,2017,1
"1150","1202",21438758,15771814,2017,1
"1151","1203",17148941,13990073,2017,1
"1152","1204",17692113,13805339,2017,1
"1153","1205",26940212,19391466,2017,1
"1154","1206",10901510,9916105,2017,0
"1155","1207",15020070,20127433,2017,0
"1156","1208",13974757,13644791,2017,0
"1157","1209",27142570,24977170,2017,0
"1158","1210",19966281,18279056,2017,0
"1159","1211",21850792,18390472,2017,0
"1160","1212",30190604,29531575,2017,0
"1161","1213",24827130,24011311,2017,0
"1162","1214",1112215,912015,2017,1
"1163","1215",35303945,32103341,2017,1
"1164","1216",22289633,17246385,2017,1
"1165","1217",16525460,15956940,2017,1
"1166","1217",16525460,15956940,2017,1
"1167","1218",19982609,19546038,2017,1
"1168","1218",19982609,19546038,2017,1
"1169","1219",28187759,24473988,2017,0
"1170","1220",22145062,18086293,2017,0
"1171","1221",27099152,21774893,2017,0
"1172","1222",26576820,20748114,2017,1
"1173","1222",26576820,20748114,2017,1
"1174","1223",9426277,12900217,2017,1
"1175","1223",9426277,12900217,2017,1
"1176","1224",25437747,18675312,2017,1
"1177","1224",25437747,18675312,2017,1
"1178","1225",27716131,20200619,2017,1
